packet_size,inter_arrival_time,src_port,dst_port,packet_count_5s,spectral_entropy,frequency_band_energy,protocol_type_TCP,protocol_type_UDP,src_ip_192.168.1.2,src_ip_192.168.1.3,dst_ip_192.168.1.5,dst_ip_192.168.1.6,tcp_flags_FIN,tcp_flags_SYN,tcp_flags_SYN-ACK
-0.33988260205975357,0.3694441561983459,1.637012356760293,1.3406160651428423,1.1285936823447427,1.1462501105461247,0.15808096609973404,-0.6702800625998365,1.3365544167666081,1.4466456045468217,-0.7071067811865475,-0.7071067811865475,-0.72129762946392,-0.5824823725107177,-0.5619514869490163,-0.5807716340663575
0.08703380240460969,0.7998056351344789,1.465870448735367,1.3406160651428423,0.8906610718715011,-1.1904154049105697,1.699557995148636,-0.6702800625998365,1.3365544167666081,-0.6912543036504516,-0.7071067811865475,-0.7071067811865475,1.3863902488397424,-0.5824823725107177,1.7795130420052183,-0.5807716340663575
-0.9640293922123316,-0.11188463815748843,1.7935478641003177,-0.6713888616643341,-0.7748672014411903,1.218118812792173,-1.5431469466276104,-0.6702800625998365,1.3365544167666081,-0.6912543036504516,-0.7071067811865475,1.4142135623730951,-0.72129762946392,-0.5824823725107177,-0.5619514869490163,-0.5807716340663575
0.2468153806836698,-0.23342349361091522,1.0537229294095725,-0.8210421206830496,-1.2507324223876732,-1.1699214551676476,-1.075912005384027,-0.6702800625998365,-0.7481925071327805,-0.6912543036504516,1.4142135623730951,-0.7071067811865475,-0.72129762946392,-0.5824823725107177,-0.5619514869490163,-0.5807716340663575
0.5189433811901939,1.3245736714884415,-0.27760753301715,-0.8210421206830496,0.6527284613982597,1.4519081761385226,0.21611475071157832,1.4919136877222166,-0.7481925071327805,-0.6912543036504516,1.4142135623730951,-0.7071067811865475,-0.72129762946392,-0.5824823725107177,1.7795130420052183,-0.5807716340663575
0.22933927055939757,-1.1007815364531692,-1.5823027941949352,-0.8210421206830496,1.3665262928179838,-1.3054714920703185,0.31854729967966944,1.4919136877222166,-0.7481925071327805,1.4466456045468217,-0.7071067811865475,-0.7071067811865475,-0.72129762946392,-0.5824823725107177,-0.5619514869490163,-0.5807716340663575
0.24182220636244922,-0.5432512777676858,-0.9398896640718761,-0.8210421206830496,0.6527284613982597,1.2836562717821804,0.9211242027917557,-0.6702800625998365,-0.7481925071327805,1.4466456045468217,-0.7071067811865475,-0.7071067811865475,-0.72129762946392,-0.5824823725107177,1.7795130420052183,-0.5807716340663575
-1.1487768420974944,-1.5702551783736458,-1.4155642863764868,1.3406160651428423,-0.2990019804947068,0.15180977070874696,-1.0586780735859238,-0.6702800625998365,-0.7481925071327805,1.4466456045468217,-0.7071067811865475,1.4142135623730951,-0.72129762946392,-0.5824823725107177,-0.5619514869490163,1.7218471794125927
1.622434906179951,-0.08218593071735998,-0.19388922909155867,1.3406160651428423,-1.4886650328609152,-0.5663053141020163,-1.5697758236680823,-0.6702800625998365,-0.7481925071327805,-0.6912543036504516,-0.7071067811865475,-0.7071067811865475,-0.72129762946392,1.7167901505579042,-0.5619514869490163,-0.5807716340663575
-0.48218807021454146,-0.2925142042100279,-0.5082490438320408,1.3406160651428423,0.17686324045177623,-1.4979713697991333,-1.0681757099298554,-0.6702800625998365,1.3365544167666081,-0.6912543036504516,1.4142135623730951,-0.7071067811865475,1.3863902488397424,-0.5824823725107177,-0.5619514869490163,-0.5807716340663575
